epoch,train_loss,val_loss,train_acc,val_acc,val_auc,lr
1,0.5180870187183296,1.1050956091492987,0.7619227857683573,0.3305785123966942,0.8766887967819633,0.0007978087581473094
2,0.4870217139751599,1.439531420005568,0.7874716124148372,0.29526671675432004,0.8848286444387388,0.0007912590402935223
3,0.4836921464936648,1.058217583553044,0.7935276305828918,0.4027047332832457,0.9334935015711159,0.0007804226065180615
4,0.47500657882995445,1.306538652133261,0.7893641180923543,0.29526671675432004,0.8904253628238517,0.0007654181830570403
5,0.47597689072712185,1.0815587889131615,0.7916351249053747,0.3546205860255447,0.9419970900732372,0.0007464101615137755
6,0.4725558218136599,1.162962891469317,0.7910673732021196,0.3125469571750564,0.942137695778161,0.000723606797749979
7,0.45772999994327046,1.1977628445620827,0.8009084027252081,0.32006010518407213,0.9408049982271455,0.0006972579301909577
8,0.4640793640174981,1.3307760831144948,0.7971233913701741,0.29827197595792637,0.9373937815598675,0.0006676522425435433
9,0.4547839346570918,1.5899544709623084,0.7990158970476912,0.2644628099173554,0.9346000073359498,0.0006351141009169893
10,0.451504200211896,1.1657038755339846,0.805450416351249,0.3080390683696469,0.9503417329958797,0.0006000000000000001
11,0.4543954962857468,1.166565800008695,0.8077214231642695,0.30879038317054847,0.9459523896856546,0.0005626946572303203
12,0.44745528115908545,1.1095285318024977,0.8028009084027252,0.2975206611570248,0.9228930540781768,0.0005236067977499791
13,0.43645223169774383,1.2202814570456677,0.8035579106737321,0.3080390683696469,0.9468082504982333,0.00048316467632710376
14,0.43321497534189507,1.2041272575316977,0.8050719152157456,0.2809917355371901,0.938656176258421,0.0004418113853070615
15,0.43555447319346247,1.6744125889016666,0.8060181680545042,0.2577009767092412,0.9466982112509017,0.0004000000000000002
16,0.4330362934988615,1.1700609378197604,0.8143451930355791,0.29902329075882794,0.9258641137561285,0.00035818861469293875
17,0.4248878670451679,1.113447630477077,0.8122634367903103,0.30578512396694213,0.9389098778564355,0.0003168353236728963
