epoch,train_loss,val_loss,train_acc,val_acc,val_auc,lr
1,0.4128955968964897,0.41264000726808414,0.8798620425368845,0.8705255140898706,0.9838742330770832,1.6666666666666667e-05
2,0.36565584831138204,0.5809019943819823,0.916267484192374,0.8042650418888042,0.9392647662537046,3.3333333333333335e-05
3,0.3629121295015664,0.3298169835459977,0.9176087373059973,0.9306930693069307,0.9565532192485703,5e-05
4,0.3034151653136575,0.33103784012004606,0.9478827361563518,0.9390708301599391,0.9785388115014537,4.995066821070679e-05
5,0.2923514882274276,0.44313357494663663,0.9513316727342402,0.8758568164508759,0.952379077836701,4.980286753286195e-05
6,0.25418296072315866,0.32361270722231605,0.9733665453151945,0.9421172886519421,0.9848007265733519,4.955718126821722e-05
7,0.24557815179796963,0.335380509325501,0.9785399501820272,0.9360243716679361,0.9790674329803567,4.9214579028215776e-05
8,0.23834211647247852,0.3878746146658224,0.9825637095228971,0.9146991622239147,0.9751463550424302,4.877641290737884e-05
9,0.22762443400772395,0.36119644133897566,0.986587468863767,0.9276466108149276,0.9645992318117659,4.8244412147206284e-05
10,0.22720751047853904,0.458075387325345,0.9867790764514275,0.884996191926885,0.9684190843601151,4.762067631165049e-05
11,0.22209147644422136,0.4051954010834879,0.9896531902663346,0.9124143183549124,0.9632326890524741,4.6907667001096584e-05
12,0.23142769559289925,0.32058137054899133,0.9860126461007855,0.9451637471439451,0.9820831060448427,4.610819813755037e-05
13,0.2225954986881721,0.4517785139376211,0.9892699750910136,0.8910891089108911,0.9477789462436944,4.5225424859373677e-05
14,0.2255132004181803,0.4389904375441276,0.9877371143897299,0.897943640517898,0.9526040231468725,4.426283106939472e-05
15,0.2158921467867316,0.4165295881119196,0.9923356964935811,0.9124143183549124,0.9696014531467037,4.322421568553528e-05
16,0.21343227025192116,0.3704127210383186,0.9938685571948649,0.9322162985529322,0.9785303760523222,4.211367764821721e-05
17,0.2122992507044121,0.3333125048957521,0.9944433799578464,0.9444021325209444,0.9809386967793455,4.0935599743717234e-05
18,0.21833418827617412,0.41718081146001995,0.9915692661429393,0.9124143183549124,0.9791208574915224,3.969463130731183e-05
19,0.21481712422315635,0.45821818328049013,0.993485342019544,0.8811881188118812,0.9730332750350071,3.839566987447491e-05
20,0.21321907572121335,0.4106255991147478,0.9936769496072044,0.916984006092917,0.9706811906355267,3.7043841852542874e-05
21,0.20724964848216135,0.40766868830544295,0.9963594558344511,0.9131759329779132,0.9656733456678344,3.564448228912681e-05
